contrast,lang,layer,auroc,n_pos,n_neg
awareness,or,9,0.7081481481481482,13,48
awareness,or,10,0.6988888888888888,13,48
awareness,or,11,0.6196296296296296,13,48
awareness,or,12,0.6537037037037037,13,48
awareness,or,13,0.6733333333333333,13,48
awareness,or,14,0.6948148148148148,13,48
awareness,or,15,0.7088888888888889,13,48
awareness,or,16,0.6881481481481482,13,48
awareness,or,17,0.6722222222222222,13,48
awareness,or,18,0.6614814814814814,13,48
awareness,or,19,0.6855555555555556,13,48
awareness,or,20,0.6866666666666668,13,48
awareness,or,21,0.6833333333333333,13,48
awareness,or,22,0.674074074074074,13,48
awareness,or,23,0.6525925925925925,13,48
awareness,or,24,0.6970370370370371,13,48
awareness,or,25,0.7077777777777777,13,48
awareness,or,26,0.731111111111111,13,48
awareness,or,27,0.7514814814814814,13,48
awareness,or,28,0.725925925925926,13,48
awareness,or,29,0.725925925925926,13,48
awareness,or,30,0.702962962962963,13,48
awareness,or,31,0.7037037037037037,13,48
awareness,or,32,0.7077777777777777,13,48
awareness,or,33,0.7244444444444444,13,48
awareness,or,34,0.6888888888888889,13,48
awareness,or,35,0.6907407407407407,13,48
awareness,or,36,0.7348148148148148,13,48
awareness,or,37,0.6785185185185185,13,48
awareness,or,38,0.6807407407407406,13,48
awareness,or,39,0.66,13,48
